OPERATION_TYPE,SITE_CELL_ID,SITE_ID,CELL_STATUS,UTILIZATION_PEAK_TIME,LATITUDE,LONGITUDE
I,909664,429371,ACTIVE,23/10/2018 17:00,13.42507,99.95518
I,909665,429371,ACTIVE,23/10/2018 16:00,13.42507,99.95518
I,909666,429371,ACTIVE,23/10/2018 17:00,13.42507,99.95518
I,909671,429372,ACTIVE,23/10/2018 19:00,13.42537,99.954059
I,909672,429372,ACTIVE,23/10/2018 10:00,13.42537,99.954059
I,909673,429372,XACTIVE,23/10/2018 16:00,13.42537,99.954059
I,909674,429372,ACTIVE,23/10/2018 17:00,13.42537,99.954059
I,909681,432605,ACTIVE,23/10/2018 16:00,13.424584,99.955997
I,909682,432605,ACTIVE,23/10/2018 12:00,13.424584,99.955997
I,909683,432605,ACTIVE,23/10/2018 16:00,13.424584,99.955997
I,909684,432605,ACTIVE,23/10/2018 20:00,13.424584,99.955997
I,909685,432605,ACTIVE,23/10/2018 13:00,13.424584,99.955997
I,909686,432605,ACTIVE,23/10/2018 17:00,13.424584,99.955997
I,909691,458354,ACTIVE,23/10/2018 12:00,13.42643,99.95577
I,909692,458354,ACTIVE,23/10/2018 15:00,13.42643,99.95577
I,909693,458354,ACTIVE,23/10/2018 7:00,13.42643,99.95577
I,909694,458354,ACTIVE,23/10/2018 12:00,13.42643,99.95577
I,909703,434440,ACTIVE,23/10/2018 12:00,13.548664,100.216134
I,909704,434440,ACTIVE,23/10/2018 19:00,13.548664,100.216134
I,909705,434440,ACTIVE,23/10/2018 19:00,13.548664,100.216134
I,909706,434440,ACTIVE,23/10/2018 19:00,13.548664,100.216134
I,909711,434444,ACTIVE,23/10/2018 22:00,13.545373,100.342527
I,909712,434444,ACTIVE,23/10/2018 19:00,13.545373,100.342527
I,915606,404617,ACTIVE,23/10/2018 10:00,13.711807,100.584305
I,915607,404617,XACTIVE,23/10/2018 11:00,13.711807,100.584305
I,915608,404617,ACTIVE,23/10/2018 14:00,13.711807,100.584305
I,915611,404618,ACTIVE,23/10/2018 10:00,13.711807,100.584305
I,915612,404618,ACTIVE,23/10/2018 20:00,13.711807,100.584305
I,915613,404618,ACTIVE,23/10/2018 12:00,13.711807,100.584305
I,915616,417489,ACTIVE,23/10/2018 6:00,13.603016,100.610136
I,915617,386652,ACTIVE,23/10/2018 19:00,13.716768,100.525338
I,915618,385519,ACTIVE,23/10/2018 10:00,13.752523,100.531935
I,915619,385519,ACTIVE,23/10/2018 20:00,13.752523,100.531935
I,915621,428676,ACTIVE,23/10/2018 19:00,13.62841,100.605958
I,915622,428676,ACTIVE,23/10/2018 20:00,13.62841,100.605958
I,915631,386014,ACTIVE,23/10/2018 15:00,13.73974,100.54848
I,915632,386148,ACTIVE,23/10/2018 15:00,13.752465,100.530717
I,909717,437011,ACTIVE,23/10/2018 3:00,13.8025,100.27853
I,909718,437011,ACTIVE,23/10/2018 19:00,13.8025,100.27853
I,909723,437016,ACTIVE,23/10/2018 21:00,13.8025,100.27853
I,909724,437016,ACTIVE,23/10/2018 20:00,13.8025,100.27853
I,909729,437012,ACTIVE,23/10/2018 21:00,13.80091,100.2744
I,909730,437012,ACTIVE,23/10/2018 18:00,13.80091,100.2744
I,909735,437017,ACTIVE,23/10/2018 2:00,13.80091,100.2744
I,909736,437017,ACTIVE,23/10/2018 15:00,13.80091,100.2744
I,915634,387709,ACTIVE,23/10/2018 8:00,13.603777,100.60271
I,915644,387653,ACTIVE,23/10/2018 14:00,13.68994,100.75077
I,915645,419129,ACTIVE,23/10/2018 19:00,13.703405,100.50164
I,909743,450560,ACTIVE,23/10/2018 19:00,14.585504,100.452914
I,909195,450553,ACTIVE,23/10/2018 10:00,14.584813,100.452147
I,909196,450553,ACTIVE,23/10/2018 13:00,14.584813,100.452147
I,915646,419128,ACTIVE,23/10/2018 21:00,13.70373,100.502046
I,915649,431499,XDEACTIVE,,13.766166,100.642703
I,915651,431529,ACTIVE,23/10/2018 16:00,13.856057,100.542714
I,915652,387710,ACTIVE,23/10/2018 12:00,13.739265,100.455726
I,915653,387710,ACTIVE,23/10/2018 20:00,13.739265,100.455726
I,915654,387710,ACTIVE,23/10/2018 21:00,13.739265,100.455726
I,915657,428344,ACTIVE,23/10/2018 10:00,13.716239,100.531371
I,915658,428344,ACTIVE,23/10/2018 2:00,13.716239,100.531371
I,915659,428344,ACTIVE,23/10/2018 20:00,13.716239,100.531371
I,909752,457726,ACTIVE,23/10/2018 16:00,14.5943,100.4593
I,909753,457726,ACTIVE,23/10/2018 22:00,14.5943,100.4593
I,909754,457726,ACTIVE,23/10/2018 18:00,14.5943,100.4593
I,915662,427562,ACTIVE,23/10/2018 10:00,13.965276,100.586901
I,915665,433474,ACTIVE,23/10/2018 18:00,13.650445,100.685444
I,915666,433474,ACTIVE,23/10/2018 19:00,13.650445,100.685444
I,915667,433474,ACTIVE,23/10/2018 12:00,13.650445,100.685444
I,915668,433474,ACTIVE,23/10/2018 9:00,13.650445,100.685444
I,915669,433474,ACTIVE,23/10/2018 11:00,13.650445,100.685444
I,909759,433720,ACTIVE,23/10/2018 13:00,14.714079,98.587896
I,909760,433720,ACTIVE,23/10/2018 15:00,14.714079,98.587896
I,909761,433720,ACTIVE,23/10/2018 12:00,14.714079,98.587896
I,909762,433720,ACTIVE,23/10/2018 13:00,14.714079,98.587896
I,909785,460980,ACTIVE,23/10/2018 12:00,14.35348,100.56944
I,909786,460980,ACTIVE,23/10/2018 9:00,14.35348,100.56944
I,909788,460980,ACTIVE,23/10/2018 19:00,14.35348,100.56944
I,909789,460980,ACTIVE,23/10/2018 13:00,14.35348,100.56944
I,909796,455143,ACTIVE,23/10/2018 14:00,14.35884,100.592657
I,909797,455143,ACTIVE,23/10/2018 15:00,14.35884,100.592657
I,909799,455143,ACTIVE,23/10/2018 15:00,14.35884,100.592657
I,909800,455143,ACTIVE,23/10/2018 15:00,14.35884,100.592657
I,909807,456798,ACTIVE,23/10/2018 11:00,14.35093,100.56629
I,909808,456798,ACTIVE,23/10/2018 12:00,14.35093,100.56629
I,909810,456798,ACTIVE,23/10/2018 14:00,14.35093,100.56629
I,909811,456798,ACTIVE,23/10/2018 20:00,14.35093,100.56629
I,909818,456800,ACTIVE,23/10/2018 15:00,14.35146,100.56844
I,909819,456800,ACTIVE,23/10/2018 2:00,14.35146,100.56844
I,909821,456800,ACTIVE,23/10/2018 14:00,14.35146,100.56844
I,909822,456800,ACTIVE,23/10/2018 12:00,14.35146,100.56844
I,909829,462564,ACTIVE,23/10/2018 18:00,14.334667,100.610732
I,909830,462564,ACTIVE,23/10/2018 13:00,14.334667,100.610732
I,909831,462564,ACTIVE,23/10/2018 15:00,14.334667,100.610732
I,909832,462564,ACTIVE,23/10/2018 18:00,14.334667,100.610732
I,909833,462564,ACTIVE,23/10/2018 14:00,14.334667,100.610732
I,909834,462564,ACTIVE,23/10/2018 15:00,14.334667,100.610732
I,915671,440093,ACTIVE,23/10/2018 23:00,13.63244,100.62767
I,915674,444245,ACTIVE,23/10/2018 19:00,13.561709,100.766954
I,915676,444249,ACTIVE,23/10/2018 21:00,13.561021,100.765162
I,915677,444250,ACTIVE,23/10/2018 23:00,13.56004,100.764679
I,915679,444252,ACTIVE,23/10/2018 18:00,13.558455,100.766299
I,915681,444255,ACTIVE,23/10/2018 18:00,13.55833,100.76602
I,915682,444316,ACTIVE,23/10/2018 22:00,13.556854,100.766241
I,915684,444318,ACTIVE,23/10/2018 1:00,13.556244,100.76608
I,915687,444321,ACTIVE,23/10/2018 17:00,13.556093,100.76799
I,915689,444323,ACTIVE,23/10/2018 20:00,13.555305,100.767792
I,915690,444324,ACTIVE,23/10/2018 19:00,13.556025,100.769519
I,915692,444325,ACTIVE,23/10/2018 22:00,13.555743,100.769417
I,915694,444327,ACTIVE,23/10/2018 19:00,13.554914,100.769256
I,915696,444330,ACTIVE,23/10/2018 13:00,13.555013,100.770994
I,915699,445611,ACTIVE,23/10/2018 22:00,13.5875,100.57934
I,915701,445630,ACTIVE,23/10/2018 21:00,13.605447,100.528829
I,915703,446899,ACTIVE,23/10/2018 19:00,13.613111,100.704722
I,915704,446899,ACTIVE,23/10/2018 18:00,13.613111,100.704722
I,915705,447014,ACTIVE,23/10/2018 22:00,13.575551,100.788215
I,915706,447014,ACTIVE,23/10/2018 17:00,13.575551,100.788215
I,915707,447014,ACTIVE,23/10/2018 20:00,13.575551,100.788215
I,915711,457152,ACTIVE,23/10/2018 12:00,13.588543,100.533921
I,915712,457152,ACTIVE,23/10/2018 19:00,13.588543,100.533921
I,915713,457152,ACTIVE,23/10/2018 20:00,13.588543,100.533921
I,909591,434626,ACTIVE,23/10/2018 20:00,14.1095,99.4691
I,909598,439872,ACTIVE,23/10/2018 10:00,12.598632,99.954028
I,909599,439872,ACTIVE,23/10/2018 13:00,12.598632,99.954028
I,909600,439872,ACTIVE,23/10/2018 23:00,12.598632,99.954028
I,909601,439872,ACTIVE,23/10/2018 12:00,12.598632,99.954028
I,909602,439872,ACTIVE,23/10/2018 14:00,12.598632,99.954028
I,909603,439872,ACTIVE,23/10/2018 12:00,12.598632,99.954028
I,909608,434629,ACTIVE,23/10/2018 19:00,14.1362,99.4282
I,909609,434629,ACTIVE,23/10/2018 17:00,14.1362,99.4282
I,909610,434629,ACTIVE,23/10/2018 16:00,14.1362,99.4282
I,909611,434629,ACTIVE,23/10/2018 23:00,14.1362,99.4282
I,916008,393677,ACTIVE,23/10/2018 12:00,13.715662,100.585381
I,916009,393677,ACTIVE,23/10/2018 19:00,13.715662,100.585381
I,915503,386012,ACTIVE,23/10/2018 10:00,13.731142,100.582171
I,916044,496079,ACTIVE,23/10/2018 23:00,13.898939,100.526487
I,916045,496079,ACTIVE,23/10/2018 22:00,13.898939,100.526487
I,916046,496079,ACTIVE,23/10/2018 12:00,13.898939,100.526487
I,916047,496079,ACTIVE,23/10/2018 11:00,13.898939,100.526487
I,916048,496079,ACTIVE,23/10/2018 23:00,13.898939,100.526487
I,916049,496079,ACTIVE,23/10/2018 15:00,13.898939,100.526487
I,916050,496079,ACTIVE,23/10/2018 23:00,13.898939,100.526487
I,916051,496079,ACTIVE,23/10/2018 12:00,13.898939,100.526487
I,915508,427147,ACTIVE,23/10/2018 11:00,13.71212,100.595299
I,915512,427118,ACTIVE,23/10/2018 16:00,13.71212,100.595299
I,915513,397824,ACTIVE,23/10/2018 18:00,13.71091,100.76006
I,915516,387683,ACTIVE,23/10/2018 13:00,13.61032,100.83395
I,915519,387684,ACTIVE,23/10/2018 22:00,13.61348,100.837681
I,915520,387684,ACTIVE,23/10/2018 18:00,13.61348,100.837681
I,915521,387684,DEACTIVE,,13.61348,100.837681
I,915523,419123,ACTIVE,23/10/2018 10:00,13.749041,100.583814
I,915526,386649,ACTIVE,23/10/2018 13:00,13.751856,100.628865
I,915527,386649,ACTIVE,23/10/2018 18:00,13.751856,100.628865
I,915530,385508,ACTIVE,23/10/2018 18:00,13.770065,100.630704
I,915531,385508,ACTIVE,23/10/2018 12:00,13.770065,100.630704
I,915535,387652,ACTIVE,23/10/2018 12:00,13.61071,100.84243
I,915536,387652,ACTIVE,23/10/2018 12:00,13.61071,100.84243
I,915537,387652,ACTIVE,23/10/2018 12:00,13.61071,100.84243
I,915542,386651,ACTIVE,23/10/2018 0:00,13.761366,100.629704
I,915543,386651,ACTIVE,23/10/2018 17:00,13.761366,100.629704
I,909624,438455,ACTIVE,23/10/2018 19:00,14.641205,101.149593
I,915546,397828,XDEACTIVE,,13.696351,100.753258
I,909631,442593,ACTIVE,23/10/2018 11:00,14.459381,100.586649
I,909632,442593,ACTIVE,23/10/2018 11:00,14.459381,100.586649
I,909637,442594,ACTIVE,23/10/2018 11:00,14.459232,100.585838
I,915553,386567,ACTIVE,23/10/2018 21:00,13.713568,100.527718
I,915554,386567,ACTIVE,23/10/2018 18:00,13.713568,100.527718
I,915558,386778,ACTIVE,23/10/2018 13:00,13.75176,100.55997
I,915563,404992,ACTIVE,23/10/2018 21:00,13.706417,100.424631
I,915564,404992,ACTIVE,23/10/2018 19:00,13.706417,100.424631
I,915569,387695,ACTIVE,23/10/2018 17:00,13.535983,100.623708
I,915572,385511,ACTIVE,23/10/2018 10:00,13.711669,100.571712
I,915573,385511,ACTIVE,23/10/2018 18:00,13.711669,100.571712
I,915575,387699,ACTIVE,23/10/2018 10:00,13.78765,100.74497
I,915576,387699,ACTIVE,23/10/2018 18:00,13.78765,100.74497
I,915577,387699,ACTIVE,23/10/2018 21:00,13.78765,100.74497
I,909645,446882,ACTIVE,23/10/2018 16:00,11.772612,99.795612
I,909646,446882,ACTIVE,23/10/2018 16:00,11.772612,99.795612
I,909647,446882,ACTIVE,23/10/2018 12:00,11.772612,99.795612
I,909648,446882,ACTIVE,23/10/2018 11:00,11.772612,99.795612
I,909649,446882,ACTIVE,23/10/2018 10:00,11.772612,99.795612
I,909650,446882,ACTIVE,23/10/2018 15:00,11.772612,99.795612
I,915579,387696,ACTIVE,23/10/2018 12:00,13.65307,100.74498
I,915582,423801,ACTIVE,23/10/2018 6:00,13.755632,100.567389
I,915583,431531,ACTIVE,23/10/2018 15:00,13.687542,100.647743
I,915586,426886,ACTIVE,23/10/2018 10:00,13.633675,100.58774
I,915587,426886,ACTIVE,23/10/2018 13:00,13.633675,100.58774
I,915590,387705,ACTIVE,23/10/2018 20:00,13.61875,100.67676
I,915591,387705,ACTIVE,23/10/2018 18:00,13.61875,100.67676
I,915592,387705,ACTIVE,23/10/2018 20:00,13.61875,100.67676
I,915593,387705,ACTIVE,23/10/2018 19:00,13.61875,100.67676
I,915594,387705,ACTIVE,23/10/2018 19:00,13.61875,100.67676
I,915595,387705,ACTIVE,23/10/2018 11:00,13.61875,100.67676
I,915599,385515,ACTIVE,23/10/2018 17:00,13.77154,100.51059
I,915603,395210,ACTIVE,23/10/2018 12:00,13.666973,100.643704
I,909655,450936,ACTIVE,23/10/2018 10:00,13.424354,99.957569
I,909656,450936,ACTIVE,23/10/2018 16:00,13.424354,99.957569
I,909657,450936,ACTIVE,23/10/2018 16:00,13.424354,99.957569
I,909658,450936,ACTIVE,23/10/2018 16:00,13.424354,99.957569
I,909663,429371,ACTIVE,23/10/2018 15:00,13.42507,99.95518
I,910053,435576,ACTIVE,23/10/2018 20:00,14.66772,99.812938
I,910054,435576,ACTIVE,23/10/2018 16:00,14.66772,99.812938
I,915961,405003,ACTIVE,23/10/2018 20:00,13.60482,100.83685
I,915962,405003,ACTIVE,23/10/2018 10:00,13.60482,100.83685
I,915964,387772,ACTIVE,23/10/2018 12:00,13.599181,100.841681
I,910059,481408,ACTIVE,23/10/2018 15:00,15.313849,100.77974
I,910060,481408,ACTIVE,23/10/2018 13:00,15.313849,100.77974
I,910067,472969,ACTIVE,23/10/2018 17:00,13.77354,100.04154
I,910068,472969,ACTIVE,23/10/2018 7:00,13.77354,100.04154
I,910069,472969,ACTIVE,23/10/2018 20:00,13.77354,100.04154
I,910076,439120,ACTIVE,23/10/2018 13:00,14.624556,101.099021
I,910077,439120,ACTIVE,23/10/2018 19:00,14.624556,101.099021
I,910078,439120,ACTIVE,23/10/2018 18:00,14.624556,101.099021
I,910079,439120,ACTIVE,23/10/2018 12:00,14.624556,101.099021
I,910080,439120,ACTIVE,23/10/2018 20:00,14.624556,101.099021
I,910081,439120,ACTIVE,23/10/2018 17:00,14.624556,101.099021
I,910088,455233,ACTIVE,23/10/2018 21:00,14.06193,99.8591
I,910089,455233,ACTIVE,23/10/2018 21:00,14.06193,99.8591
I,910090,455233,ACTIVE,23/10/2018 18:00,14.06193,99.8591
I,910097,458474,ACTIVE,23/10/2018 10:00,13.96917,99.98586
I,910098,458474,ACTIVE,23/10/2018 20:00,13.96917,99.98586
I,910099,458474,ACTIVE,23/10/2018 20:00,13.96917,99.98586
I,910104,449532,ACTIVE,23/10/2018 18:00,11.353083,99.568402
I,910105,449532,ACTIVE,23/10/2018 15:00,11.353083,99.568402
I,910110,449534,ACTIVE,23/10/2018 10:00,11.334455,99.559422
I,910111,449534,ACTIVE,23/10/2018 7:00,11.334455,99.559422
I,910116,430119,ACTIVE,23/10/2018 18:00,12.984736,99.643243
I,910117,430119,ACTIVE,23/10/2018 19:00,12.984736,99.643243
I,910122,438304,ACTIVE,23/10/2018 8:00,13.811774,100.086851
I,910123,438304,ACTIVE,23/10/2018 22:00,13.811774,100.086851
I,910128,438305,ACTIVE,23/10/2018 13:00,13.810564,100.086965
I,910129,438305,ACTIVE,23/10/2018 19:00,13.810564,100.086965
I,910134,438306,ACTIVE,23/10/2018 20:00,13.827862,100.068744
I,910135,438306,ACTIVE,23/10/2018 20:00,13.827862,100.068744
I,910141,457773,ACTIVE,23/10/2018 11:00,13.81192,100.07243
I,910142,457773,ACTIVE,23/10/2018 18:00,13.81192,100.07243
I,910143,457773,ACTIVE,23/10/2018 19:00,13.81192,100.07243
I,910144,457773,ACTIVE,23/10/2018 18:00,13.81192,100.07243
I,909352,425665,ACTIVE,23/10/2018 20:00,14.69435,104.83873
I,909353,425665,ACTIVE,23/10/2018 20:00,14.69435,104.83873
I,909354,425665,ACTIVE,23/10/2018 20:00,14.69435,104.83873
I,909215,426539,ACTIVE,23/10/2018 15:00,13.66521,99.88436
I,910147,443642,ACTIVE,23/10/2018 14:00,13.566688,99.769413
I,910154,455784,ACTIVE,23/10/2018 20:00,14.58985,101.09922
I,910155,455784,ACTIVE,23/10/2018 18:00,14.58985,101.09922
I,910156,455784,ACTIVE,23/10/2018 17:00,14.58985,101.09922
I,1139379,508910,ACTIVE,23/10/2018 20:00,14.632437,100.913999
I,1139380,508910,ACTIVE,23/10/2018 20:00,14.632437,100.913999
I,1139381,508910,ACTIVE,23/10/2018 21:00,14.632437,100.913999
I,909216,508910,ACTIVE,23/10/2018 19:00,14.632437,100.913999
I,909217,508910,ACTIVE,23/10/2018 20:00,14.632437,100.913999
I,909218,508910,ACTIVE,23/10/2018 19:00,14.632437,100.913999
I,915967,395214,ACTIVE,23/10/2018 12:00,13.948975,100.798777
I,915968,395214,ACTIVE,23/10/2018 10:00,13.948975,100.798777
I,915969,386527,ACTIVE,23/10/2018 10:00,13.7682,100.50037
I,915970,386527,ACTIVE,23/10/2018 10:00,13.7682,100.50037
I,910164,431084,ACTIVE,23/10/2018 20:00,13.47569,99.26209
I,910165,431084,ACTIVE,23/10/2018 20:00,13.47569,99.26209
I,915976,434008,ACTIVE,23/10/2018 19:00,13.590651,100.722655
I,915977,434008,ACTIVE,23/10/2018 13:00,13.590651,100.722655
I,915980,387778,ACTIVE,23/10/2018 16:00,13.5613,100.62685
I,915981,387778,ACTIVE,23/10/2018 22:00,13.5613,100.62685
I,910172,450554,ACTIVE,23/10/2018 10:00,14.352623,100.562467
I,910173,450554,ACTIVE,23/10/2018 10:00,14.352623,100.562467
I,910174,450554,ACTIVE,23/10/2018 13:00,14.352623,100.562467
I,910175,450554,ACTIVE,23/10/2018 11:00,14.352623,100.562467
I,910176,450554,ACTIVE,23/10/2018 20:00,14.352623,100.562467
I,910177,450554,ACTIVE,23/10/2018 13:00,14.352623,100.562467
I,887200,482555,ACTIVE,23/10/2018 13:00,7.90392,98.376231
I,887201,482555,ACTIVE,23/10/2018 10:00,7.90392,98.376231
I,887204,482555,ACTIVE,23/10/2018 17:00,7.90392,98.376231
I,887205,482555,ACTIVE,23/10/2018 14:00,7.90392,98.376231
I,887206,482555,ACTIVE,23/10/2018 10:00,7.90392,98.376231
I,887207,482555,ACTIVE,23/10/2018 9:00,7.90392,98.376231
I,910184,480898,ACTIVE,23/10/2018 20:00,14.38123,100.0007
I,910185,480898,ACTIVE,23/10/2018 9:00,14.38123,100.0007
I,915714,457861,ACTIVE,23/10/2018 10:00,13.620687,100.704796
I,915715,457861,ACTIVE,23/10/2018 19:00,13.620687,100.704796
I,915716,457861,ACTIVE,23/10/2018 0:00,13.620687,100.704796
I,915718,433896,ACTIVE,23/10/2018 20:00,13.552112,100.620389
I,915719,433896,ACTIVE,23/10/2018 18:00,13.552112,100.620389
I,915723,423334,ACTIVE,23/10/2018 12:00,13.747089,100.430003
I,915725,428086,ACTIVE,23/10/2018 12:00,13.63701,100.68022
I,915726,428086,ACTIVE,23/10/2018 14:00,13.63701,100.68022
I,1189379,512662,ACTIVE,23/10/2018 21:00,15.28586,101.2762
I,1189382,512662,ACTIVE,23/10/2018 12:00,15.28586,101.2762
I,1189385,512662,ACTIVE,23/10/2018 17:00,15.28586,101.2762
I,1133586,508089,ACTIVE,23/10/2018 20:00,15.11435,100.88276
I,1133589,508089,ACTIVE,23/10/2018 19:00,15.11435,100.88276
I,1133592,508089,ACTIVE,23/10/2018 18:00,15.11435,100.88276
I,909178,508089,ACTIVE,23/10/2018 19:00,15.11435,100.88276
I,909179,508089,ACTIVE,23/10/2018 18:00,15.11435,100.88276
I,909180,508089,ACTIVE,23/10/2018 20:00,15.11435,100.88276
I,909843,470348,ACTIVE,23/10/2018 13:00,99.32962,13.524008
I,909844,470348,ACTIVE,23/10/2018 14:00,99.32962,13.524008
I,909845,470348,ACTIVE,23/10/2018 13:00,99.32962,13.524008
I,909849,431979,ACTIVE,23/10/2018 12:00,13.54442,99.314091
I,1132694,507833,ACTIVE,23/10/2018 18:00,14.8661,100.76561
I,1132697,507833,ACTIVE,23/10/2018 7:00,14.8661,100.76561
I,1132700,507833,ACTIVE,23/10/2018 8:00,14.8661,100.76561
I,909186,507833,ACTIVE,23/10/2018 19:00,14.8661,100.76561
I,909187,507833,ACTIVE,23/10/2018 10:00,14.8661,100.76561
I,909188,507833,ACTIVE,23/10/2018 18:00,14.8661,100.76561
I,909858,470349,ACTIVE,23/10/2018 20:00,99.879818,13.71373
I,909859,470349,ACTIVE,23/10/2018 9:00,99.879818,13.71373
I,909862,470349,ACTIVE,23/10/2018 0:00,99.879818,13.71373
I,909863,470349,ACTIVE,23/10/2018 21:00,99.879818,13.71373
I,909191,440919,ACTIVE,23/10/2018 18:00,11.846042,99.824271
I,909192,440919,ACTIVE,23/10/2018 22:00,11.846042,99.824271
I,915731,386152,ACTIVE,23/10/2018 16:00,13.743986,100.562853
I,915736,386321,ACTIVE,23/10/2018 14:00,13.724218,100.584101
I,915738,395196,ACTIVE,23/10/2018 10:00,13.569646,100.835983
I,915740,387717,ACTIVE,23/10/2018 18:00,13.533886,100.833682
I,915743,387499,ACTIVE,23/10/2018 17:00,13.716705,100.585376
I,909868,417586,ACTIVE,23/10/2018 12:00,12.205635,100.003594
I,909869,417586,ACTIVE,23/10/2018 9:00,12.205635,100.003594
I,915752,386322,ACTIVE,23/10/2018 15:00,13.753765,100.516719
I,915753,386322,ACTIVE,23/10/2018 12:00,13.753765,100.516719
I,909183,431676,ACTIVE,23/10/2018 20:00,14.32091,100.6795
I,909184,431676,ACTIVE,23/10/2018 21:00,14.32091,100.6795
I,909185,431676,ACTIVE,23/10/2018 20:00,14.32091,100.6795
I,915756,387646,ACTIVE,23/10/2018 18:00,13.668443,100.634895
I,915759,393671,ACTIVE,23/10/2018 12:00,13.603979,100.704697
I,915761,426371,ACTIVE,23/10/2018 10:00,13.877406,100.786218
I,915762,426371,ACTIVE,23/10/2018 12:00,13.877406,100.786218
I,915764,426372,ACTIVE,23/10/2018 19:00,13.864529,100.78605
I,909874,432421,ACTIVE,23/10/2018 22:00,14.21417,100.66834
I,909875,432421,ACTIVE,23/10/2018 11:00,14.21417,100.66834
I,909880,432422,ACTIVE,23/10/2018 2:00,14.21417,100.66834
I,909881,432422,ACTIVE,23/10/2018 9:00,14.21417,100.66834
I,915766,387589,ACTIVE,23/10/2018 17:00,13.891455,100.606616
I,915767,387589,ACTIVE,23/10/2018 19:00,13.891455,100.606616
I,915768,387721,ACTIVE,23/10/2018 21:00,13.830461,100.648701
I,915771,386654,ACTIVE,23/10/2018 22:00,13.725657,100.585595
I,915772,386654,ACTIVE,23/10/2018 20:00,13.725657,100.585595
I,915775,421963,ACTIVE,23/10/2018 14:00,13.61384,100.73543
I,915778,387724,ACTIVE,23/10/2018 10:00,13.614445,100.752047
I,915779,387724,ACTIVE,23/10/2018 10:00,13.614445,100.752047
I,915780,387724,ACTIVE,23/10/2018 18:00,13.614445,100.752047
I,915782,429137,ACTIVE,23/10/2018 19:00,13.75358,100.48264
I,915783,429137,ACTIVE,23/10/2018 17:00,13.75358,100.48264
I,915786,404997,ACTIVE,23/10/2018 12:00,13.608879,100.716696
I,915787,404997,ACTIVE,23/10/2018 18:00,13.608879,100.716696
I,1150063,486669,ACTIVE,23/10/2018 19:00,9.970802,98.644965
I,1150064,486669,ACTIVE,23/10/2018 12:00,9.970802,98.644965
I,909397,486669,ACTIVE,23/10/2018 10:00,9.970802,98.644965
I,909398,486669,ACTIVE,23/10/2018 13:00,9.970802,98.644965
I,915790,387726,ACTIVE,23/10/2018 21:00,13.819959,100.698843
I,915791,387726,ACTIVE,23/10/2018 20:00,13.819959,100.698843
I,909888,431281,ACTIVE,23/10/2018 12:00,12.755143,99.969186
I,909889,431281,ACTIVE,23/10/2018 10:00,12.755143,99.969186
I,915795,387727,ACTIVE,23/10/2018 12:00,13.607075,100.432731
I,909894,439121,ACTIVE,23/10/2018 19:00,14.573332,100.987074
I,909895,439121,ACTIVE,23/10/2018 12:00,14.573332,100.987074
I,909896,439121,ACTIVE,23/10/2018 20:00,14.573332,100.987074
I,909897,439121,ACTIVE,23/10/2018 15:00,14.573332,100.987074
I,909902,435271,ACTIVE,23/10/2018 19:00,14.32442,100.01512
I,909903,435271,ACTIVE,23/10/2018 13:00,14.32442,100.01512
I,909908,435579,ACTIVE,23/10/2018 10:00,14.909055,99.674394
I,909909,435579,ACTIVE,23/10/2018 20:00,14.909055,99.674394
I,915796,385524,ACTIVE,23/10/2018 20:00,13.769315,100.613146
I,915798,429135,ACTIVE,23/10/2018 16:00,13.6198,100.57409
I,915801,404998,ACTIVE,23/10/2018 19:00,13.983947,100.513716
I,915802,426911,ACTIVE,23/10/2018 15:00,13.910741,100.539383
I,909916,459922,ACTIVE,23/10/2018 7:00,14.24521,100.6001
I,909917,459922,ACTIVE,23/10/2018 14:00,14.24521,100.6001
I,909919,459922,ACTIVE,23/10/2018 2:00,14.24521,100.6001
I,909920,459922,ACTIVE,23/10/2018 17:00,14.24521,100.6001
I,915803,404999,ACTIVE,23/10/2018 19:00,13.829489,100.711452
I,915804,404999,ACTIVE,23/10/2018 18:00,13.829489,100.711452
I,909927,451637,ACTIVE,23/10/2018 13:00,14.812276,100.910072
I,909928,451637,ACTIVE,23/10/2018 19:00,14.812276,100.910072
I,909934,442944,ACTIVE,23/10/2018 9:00,14.82922,100.91038
I,909940,442956,ACTIVE,23/10/2018 21:00,14.832045,100.907416
I,909941,442956,ACTIVE,23/10/2018 8:00,14.832045,100.907416
I,915805,397829,ACTIVE,23/10/2018 14:00,13.70949,100.75291
I,909202,427171,ACTIVE,23/10/2018 19:00,14.28281,100.03097
I,909203,427171,ACTIVE,23/10/2018 21:00,14.28281,100.03097
I,909948,458611,ACTIVE,23/10/2018 20:00,14.168646,100.547093
I,909949,458611,ACTIVE,23/10/2018 10:00,14.168646,100.547093
I,909950,458611,ACTIVE,23/10/2018 12:00,14.168646,100.547093
I,909957,455499,ACTIVE,23/10/2018 13:00,14.357475,100.574523
I,909958,455499,ACTIVE,23/10/2018 15:00,14.357475,100.574523
I,909959,455499,ACTIVE,23/10/2018 20:00,14.357475,100.574523
I,915806,387732,ACTIVE,23/10/2018 21:00,13.80616,100.488721
I,914713,447808,ACTIVE,23/10/2018 22:00,12.8729,100.0026
I,914714,447809,ACTIVE,23/10/2018 13:00,13.09649,100.0624
I,915809,387733,ACTIVE,23/10/2018 13:00,13.617177,100.608709
I,915810,387733,ACTIVE,23/10/2018 19:00,13.617177,100.608709
